System Thermodynamic Data:
index Pressure Temperature mass F phi H S V Cp dVdP*10^6 dVdT*10^6 fO2(absolute) fO2-(NNO) rhol rhos viscosity aH2O chisqr
60 862.90 805.80 100.016874 0.8220589752423519 0.340101 -1347492.797821 347.912047 109.590968 160.849484 -87264.111586 121338.880683 -13.746 0.000 2.205939 0.246092 7.053 n/a n/a
62 2395.16 894.00 100.014112 0.8860450001049677 0.610089 -1331459.732011 351.126670 67.734056 162.245668 -8551.666082 37336.330109 -12.000 0.000 2.144454 0.431541 4.537 n/a n/a
90 1475.81 777.30 100.017075 0.8726038060074190 0.523512 -1352067.715476 338.484423 76.035465 166.068029 -21960.288838 68800.778444 -14.373 0.000 2.192546 0.351692 6.388 n/a n/a
65 1322.58 776.80 100.017169 0.8363237810564403 0.472450 -1352741.361216 338.985825 80.614627 165.692454 -29426.943797 79582.784407 -14.384 0.000 2.196235 0.384931 6.625 n/a n/a
64 1629.03 855.00 100.015296 0.8756664439799965 0.522075 -1339123.697886 349.266992 77.415059 163.514137 -20220.017007 59450.586609 -12.738 0.000 2.166940 0.336101 5.498 n/a n/a
65 1016.13 791.00 100.017056 0.8122923882988798 0.383761 -1350409.495662 343.727884 96.133778 163.036106 -58397.735192 105641.504892 -14.067 0.000 2.202163 0.316906 6.946 n/a n/a
76 1782.26 840.00 100.015454 0.8780260347608311 0.551402 -1341416.312735 346.193019 73.449399 163.935825 -15692.920299 53573.365037 -13.036 0.000 2.168293 0.370244 5.470 n/a n/a
61 862.90 804.80 100.016892 0.8191002562188318 0.339095 -1347705.923254 347.714699 109.510176 160.860402 -87224.314493 121553.624075 -13.767 0.000 2.206148 0.249987 7.067 n/a n/a
65 1629.03 852.00 100.015350 0.8756874690044283 0.523115 -1339615.422953 348.831321 77.232981 163.595337 -20102.930112 59508.287252 -12.797 0.000 2.167784 0.337571 5.523 n/a n/a
66 1322.58 775.80 100.017184 0.8307346002484604 0.469464 -1352996.418337 338.743025 80.577676 165.711446 -29417.613639 79748.641590 -14.407 0.000 2.196443 0.396016 6.639 n/a n/a
91 1475.81 777.40 100.017073 0.8729716505892009 0.523714 -1352044.503104 338.506487 76.039247 166.065387 -21962.067261 68789.817653 -14.370 0.000 2.192513 0.350808 6.386 n/a n/a
66 1629.03 849.00 100.015405 0.8757079673105883 0.524159 -1340107.394268 348.394278 77.050844 163.677708 -19985.391726 59565.354099 -12.856 0.000 2.168632 0.339056 5.548 n/a n/a
77 1782.26 837.00 100.015511 0.8780438024511519 0.552418 -1341909.277833 345.750398 73.286003 164.013131 -15592.744354 53600.060690 -13.096 0.000 2.169177 0.371858 5.495 n/a n/a
56 1935.48 900.00 100.014344 0.8797289032709844 0.553985 -1331380.232147 353.970586 73.927326 162.597951 -14428.522856 48050.879372 -11.890 0.000 2.148366 0.364812 4.857 n/a n/a
63 2395.16 891.00 100.014155 0.8860811166280799 0.610906 -1331947.643256 350.708704 67.618000 162.280797 -8500.454706 37326.492960 -12.055 0.000 2.145350 0.433052 4.558 n/a n/a
92 1475.81 777.50 100.017071 0.8733397008948943 0.523917 -1352021.286564 338.528553 76.043027 166.062753 -21963.841000 68778.851101 -14.368 0.000 2.192480 0.349923 6.385 n/a n/a
66 1016.13 790.00 100.017070 0.8074254870513846 0.381663 -1350649.805761 343.502178 96.076480 163.046298 -58383.971579 105864.440616 -14.089 0.000 2.202316 0.324213 6.960 n/a n/a
67 1322.58 774.80 100.017199 0.8252565792818718 0.466544 -1353249.670289 338.501718 80.539615 165.731888 -29406.790931 79912.205327 -14.429 0.000 2.196651 0.406788 6.654 n/a n/a
62 862.90 803.80 100.016910 0.8161683868324986 0.338101 -1347918.526154 347.517655 109.428726 160.872139 -87183.496778 121768.387178 -13.789 0.000 2.206357 0.253846 7.081 n/a n/a
78 1782.26 834.00 100.015568 0.8780608470017742 0.553436 -1342402.478314 345.306378 73.122654 164.091312 -15492.217021 53625.601127 -13.157 0.000 2.170064 0.373487 5.521 n/a n/a
67 1629.03 846.00 100.015460 0.8757279208897759 0.525208 -1340599.615587 347.955851 76.868652 163.761256 -19867.395401 59621.740251 -12.916 0.000 2.169481 0.340555 5.573 n/a n/a
57 1935.48 897.00 100.014388 0.8797586107659155 0.554899 -1331869.168395 353.553887 73.778701 162.651834 -14348.639933 48074.469172 -11.945 0.000 2.149220 0.366207 4.879 n/a n/a
64 2395.16 888.00 100.014200 0.8861166506087567 0.611724 -1332435.652465 350.289582 67.502058 162.316180 -8449.178772 37315.944258 -12.110 0.000 2.146250 0.434574 4.579 n/a n/a
67 1016.13 789.00 100.017085 0.8026467259661069 0.379609 -1350888.666514 343.277625 96.017973 163.057915 -58368.314446 106085.857248 -14.111 0.000 2.202469 0.331360 6.974 n/a n/a
93 1475.81 777.60 100.017069 0.8736884512694137 0.524107 -1351998.413853 338.550290 76.046968 166.060040 -21965.795985 68768.341611 -14.366 0.000 2.192448 0.349080 6.383 n/a n/a
68 1322.58 773.80 100.017213 0.8198862209705489 0.463690 -1353501.176066 338.261849 80.500478 165.753757 -29394.514987 80073.536253 -14.452 0.000 2.196860 0.417260 6.669 n/a n/a
79 1782.26 831.00 100.015627 0.8780771455813076 0.554458 -1342895.917255 344.860948 72.959357 164.170363 -15391.335533 53649.934346 -13.218 0.000 2.170954 0.375132 5.547 n/a n/a
58 1935.48 894.00 100.014432 0.8797878950320485 0.555816 -1332358.263474 353.135991 73.630093 162.706384 -14268.541691 48097.488267 -12.000 0.000 2.150076 0.367615 4.901 n/a n/a
94 1475.81 777.50 100.017071 0.8733397008395785 0.523917 -1352021.286498 338.528553 76.043027 166.062753 -21963.841000 68778.851103 -14.368 0.000 2.192480 0.349923 6.385 n/a n/a
65 2395.16 885.00 100.014244 0.8861515817178629 0.612542 -1332923.760545 349.869299 67.386236 162.351812 -8397.839416 37304.668292 -12.166 0.000 2.147151 0.436107 4.600 n/a n/a
68 1629.03 843.00 100.015516 0.8757473112695040 0.526261 -1341092.090749 347.516031 76.686410 163.845986 -19748.934651 59677.396875 -12.976 0.000 2.170333 0.342071 5.599 n/a n/a
80 1782.26 828.00 100.015686 0.8780926748078731 0.555483 -1343389.597758 344.414099 72.796117 164.250277 -15290.097242 53673.006854 -13.280 0.000 2.171847 0.376792 5.573 n/a n/a
63 862.90 802.80 100.016923 0.8115194596842250 0.336361 -1348153.853435 347.299250 109.361789 160.868708 -87170.696912 122016.440152 -13.810 0.000 2.206487 0.259742 7.095 n/a n/a
59 1935.48 891.00 100.014477 0.8798167407246090 0.556737 -1332847.519494 352.716888 73.481503 162.761603 -14188.226343 48119.910798 -12.055 0.000 2.150935 0.369034 4.923 n/a n/a
95 1475.81 777.90 100.017062 0.8736879987064530 0.523985 -1351948.473017 338.597696 76.067668 166.047207 -21981.629956 68761.636464 -14.359 0.000 2.192359 0.348897 6.380 n/a n/a
81 1782.26 825.00 100.015747 0.8781074107367769 0.556511 -1343883.522925 343.965819 72.632942 164.331049 -15188.499636 53694.763656 -13.342 0.000 2.172743 0.378468 5.599 n/a n/a
69 1629.03 840.00 100.015573 0.8757661194950793 0.527319 -1341584.823602 347.074807 76.504121 163.931904 -19630.002957 59732.273149 -13.036 0.000 2.171188 0.343601 5.625 n/a n/a
66 2395.16 882.00 100.014290 0.8861858891141359 0.613361 -1333411.968401 349.447847 67.270537 162.387689 -8346.437843 37292.649209 -12.222 0.000 2.148056 0.437651 4.621 n/a n/a
96 1475.81 777.60 100.017069 0.8736884512560645 0.524107 -1351998.413740 338.550290 76.046968 166.060040 -21965.795986 68768.341612 -14.366 0.000 2.192448 0.349080 6.383 n/a n/a
82 1782.26 822.00 100.015807 0.8781213288539204 0.557542 -1344377.695879 343.516098 72.469837 164.412669 -15086.540347 53715.148246 -13.404 0.000 2.173642 0.380161 5.626 n/a n/a
67 2395.16 879.00 100.014336 0.8862195514417818 0.614181 -1333900.276974 349.025221 67.154965 162.423806 -8294.975334 37279.871024 -12.278 0.000 2.148964 0.439206 4.642 n/a n/a
70 1629.03 837.00 100.015631 0.8757843261272474 0.528382 -1342077.818060 346.632166 76.321791 164.019013 -19510.593780 59786.316203 -13.096 0.000 2.172045 0.345148 5.651 n/a n/a
60 1935.48 888.00 100.014522 0.8798451321035277 0.557660 -1333336.938594 352.296573 73.332936 162.817491 -14107.692133 48141.710134 -12.110 0.000 2.151796 0.370466 4.946 n/a n/a
64 862.90 801.80 100.016936 0.8067848169468315 0.334584 -1348390.033186 347.079846 109.294974 160.865087 -87158.436906 122266.467067 -13.832 0.000 2.206610 0.265718 7.109 n/a n/a
83 1782.26 819.00 100.015869 0.8781344040635848 0.558576 -1344872.119741 343.064926 72.306809 164.495129 -14984.217170 53734.102605 -13.467 0.000 2.174544 0.381870 5.653 n/a n/a
97 1475.81 777.60 100.017069 0.8736884514300423 0.524107 -1351998.415224 338.550290 76.046968 166.060040 -21965.795980 68768.341596 -14.366 0.000 2.192448 0.349080 6.383 n/a n/a
71 1629.03 834.00 100.015689 0.8758019112267816 0.529448 -1342571.078061 346.188100 76.139424 164.107318 -19390.700564 59839.471066 -13.157 0.000 2.172905 0.346710 5.677 n/a n/a
61 1935.48 885.00 100.014569 0.8798730530182370 0.558585 -1333826.522902 351.875035 73.184396 162.874049 -14026.937343 48162.858851 -12.166 0.000 2.152659 0.371911 4.968 n/a n/a
72 1629.03 831.00 100.015748 0.8758188543438211 0.530520 -1343064.607564 345.742595 75.957025 164.196821 -19270.316751 59891.680605 -13.218 0.000 2.173767 0.348288 5.703 n/a n/a
98 1475.81 776.60 100.017090 0.8700347629158293 0.522098 -1352230.083849 338.330029 76.008885 166.086762 -21947.707680 68877.339379 -14.389 0.000 2.192778 0.357847 6.398 n/a n/a
84 1782.26 816.00 100.015932 0.8781466106836260 0.559613 -1345366.797654 342.612291 72.143865 164.578418 -14881.528073 53751.567198 -13.529 0.000 2.175450 0.383595 5.680 n/a n/a
68 2395.16 876.00 100.014383 0.8862525468101311 0.615001 -1334388.687187 348.601412 67.039525 162.460157 -8243.453244 37266.317624 -12.334 0.000 2.149875 0.440772 4.664 n/a n/a
62 1935.48 882.00 100.014615 0.8799004869054271 0.559514 -1334316.274575 351.452268 73.035886 162.931277 -13945.960293 48183.328723 -12.222 0.000 2.153525 0.373367 4.991 n/a n/a
73 1629.03 828.00 100.015808 0.8758351345107142 0.531596 -1343558.410565 345.295642 75.774600 164.287524 -19149.435785 59942.885477 -13.280 0.000 2.174633 0.349883 5.730 n/a n/a
85 1782.26 813.00 100.015995 0.8781579224313355 0.560652 -1345861.732752 342.158184 71.981011 164.662527 -14778.471215 53767.480977 -13.593 0.000 2.176358 0.385337 5.707 n/a n/a
69 2395.16 873.00 100.014430 0.8862848527871798 0.615822 -1334877.199964 348.176415 66.924219 162.496737 -8191.873003 37251.972782 -12.391 0.000 2.150788 0.442349 4.686 n/a n/a
65 862.90 800.80 100.016949 0.8021339402140575 0.332844 -1348624.809982 346.861546 109.226811 160.862831 -87143.898540 122515.237960 -13.853 0.000 2.206734 0.271574 7.123 n/a n/a
74 1629.03 825.00 100.015868 0.8758507302329914 0.532676 -1344052.491112 344.847228 75.592154 164.379429 -19028.051133 59993.024071 -13.342 0.000 2.175500 0.351494 5.757 n/a n/a
63 1935.48 879.00 100.014662 0.8799274167763568 0.560445 -1334806.195782 351.028262 72.887410 162.989176 -13864.759350 48203.090710 -12.278 0.000 2.154393 0.374837 5.014 n/a n/a
99 1475.81 775.60 100.017110 0.8663831537085627 0.520090 -1352461.666666 338.109641 75.970605 166.114243 -21929.327249 68986.193098 -14.411 0.000 2.193110 0.366547 6.414 n/a n/a
86 1782.26 810.00 100.016059 0.8781683124200643 0.561695 -1346356.928192 341.702593 71.818254 164.747443 -14675.044958 53781.781391 -13.656 0.000 2.177271 0.387096 5.734 n/a n/a
75 1629.03 822.00 100.015930 0.8758656194742448 0.533761 -1344546.853253 344.397343 75.409693 164.472534 -18906.156287 60042.032455 -13.404 0.000 2.176371 0.353122 5.784 n/a n/a
66 862.90 799.80 100.016963 0.7975644693940342 0.331140 -1348858.225262 346.644313 109.157332 160.861923 -87127.139288 122762.810217 -13.875 0.000 2.206858 0.277314 7.137 n/a n/a
70 2395.16 870.00 100.014478 0.8863164463882447 0.616643 -1335365.816233 347.750223 66.809054 162.533540 -8140.236124 37236.820169 -12.448 0.000 2.151705 0.443937 4.708 n/a n/a
87 1782.26 807.00 100.016124 0.8781777531455370 0.562739 -1346852.387113 341.245507 71.655603 164.833151 -14571.247888 53794.404390 -13.720 0.000 2.178186 0.388871 5.762 n/a n/a
64 1935.48 876.00 100.014710 0.8799538252124898 0.561379 -1335296.288732 350.603011 72.738972 163.047745 -13783.332930 48222.114948 -12.334 0.000 2.155263 0.376319 5.037 n/a n/a
76 1629.03 819.00 100.015992 0.8758797796521852 0.534850 -1345041.501079 343.945973 75.227222 164.566839 -18783.744786 60089.844326 -13.467 0.000 2.177245 0.354767 5.811 n/a n/a
77 1629.03 816.00 100.016055 0.8758931876242220 0.535943 -1345536.438713 343.493108 75.044747 164.662343 -18660.810224 60136.390960 -13.529 0.000 2.178122 0.356429 5.838 n/a n/a
100 1475.81 774.60 100.017130 0.8627543271934049 0.518096 -1352692.798846 337.889474 75.931956 166.142574 -21910.457474 69094.403012 -14.434 0.000 2.193444 0.375135 6.429 n/a n/a
71 2395.16 867.00 100.014526 0.8863473040667572 0.617464 -1335854.536945 347.322827 66.694032 162.570560 -8088.544197 37220.843359 -12.506 0.000 2.152625 0.445537 4.730 n/a n/a
88 1782.26 804.00 100.016190 0.8781862164803181 0.563787 -1347348.112656 340.786916 71.493063 164.919639 -14467.078826 53805.284442 -13.784 0.000 2.179105 0.390664 5.789 n/a n/a
67 862.90 798.80 100.016976 0.7930741354107365 0.329471 -1349090.318337 346.428112 109.086570 160.862344 -87108.214334 123009.239150 -13.897 0.000 2.206982 0.282944 7.150 n/a n/a
65 1935.48 873.00 100.014759 0.8799796943503377 0.562316 -1335786.555627 350.176505 72.590577 163.106982 -13701.679505 48240.370734 -12.391 0.000 2.156136 0.377814 5.060 n/a n/a
78 1629.03 813.00 100.016119 0.8759058196816717 0.537040 -1346031.670308 343.038736 74.862275 164.759041 -18537.346272 60181.601168 -13.593 0.000 2.179001 0.358109 5.866 n/a n/a
79 1629.03 810.00 100.016183 0.8759176515346038 0.538142 -1346527.200020 342.582845 74.679812 164.856929 -18413.346689 60225.401247 -13.656 0.000 2.179884 0.359806 5.893 n/a n/a
89 1782.26 801.00 100.016257 0.8781936736698071 0.564836 -1347844.107996 340.326807 71.330643 165.006890 -14362.536851 53814.354556 -13.849 0.000 2.180028 0.392475 5.817 n/a n/a
90 1782.26 798.00 100.016324 0.8782000953166603 0.565888 -1348340.376271 339.865170 71.168352 165.094887 -14257.621315 53821.546298 -13.914 0.000 2.180955 0.394303 5.846 n/a n/a
72 2395.16 864.00 100.014575 0.8863774017045879 0.618286 -1336343.363075 346.894222 66.579159 162.607792 -8036.798898 37204.025845 -12.563 0.000 2.153548 0.447148 4.752 n/a n/a
66 1935.48 870.00 100.014808 0.8800050058731649 0.563255 -1336276.998675 349.748736 72.442228 163.166886 -13619.797607 48257.826523 -12.448 0.000 2.157012 0.379322 5.083 n/a n/a
80 1629.03 807.00 100.016249 0.8759286583064168 0.539248 -1347023.032028 342.125422 74.497366 164.956002 -18288.805342 60267.714940 -13.720 0.000 2.180769 0.361521 5.921 n/a n/a
73 2395.16 861.00 100.014625 0.8864067145926084 0.619107 -1336832.295567 346.464401 66.464438 162.645228 -7985.001989 37186.351049 -12.621 0.000 2.154474 0.448771 4.774 n/a n/a
101 1475.81 773.60 100.017151 0.8591493944446427 0.516118 -1352923.465021 337.669542 75.892930 166.171757 -21891.088038 69201.934160 -14.457 0.000 2.193780 0.383612 6.444 n/a n/a
91 1782.26 795.00 100.016393 0.8782054513796076 0.566943 -1348836.920633 339.401994 71.006196 165.183611 -14152.331863 53826.789829 -13.979 0.000 2.181885 0.396148 5.874 n/a n/a
68 1016.13 788.00 100.017099 0.7977156052245172 0.377477 -1351129.592485 343.050916 95.960177 163.069871 -58354.374383 106311.259031 -14.133 0.000 2.202627 0.338680 6.988 n/a n/a
81 1629.03 804.00 100.016315 0.8759388145238352 0.540358 -1347519.170543 341.666456 74.314942 165.056252 -18163.716227 60308.463400 -13.784 0.000 2.181658 0.363255 5.949 n/a n/a
74 2395.16 858.00 100.014675 0.8864352174291842 0.619929 -1337321.335401 346.033355 66.349874 162.682862 -7933.155317 37167.802337 -12.680 0.000 2.155403 0.450405 4.797 n/a n/a
67 1935.48 867.00 100.014858 0.8800297410024849 0.564197 -1336767.620086 349.319696 72.293930 163.227456 -13537.685834 48274.449914 -12.506 0.000 2.157890 0.380843 5.106 n/a n/a
92 1782.26 792.00 100.016462 0.8782097111619005 0.567999 -1349333.744209 338.937266 70.844184 165.273044 -14046.668451 53830.013933 -14.045 0.000 2.182818 0.398012 5.903 n/a n/a
82 1629.03 801.00 100.016382 0.8759480941073519 0.541472 -1348015.619784 341.205933 74.132548 165.157671 -18038.073487 60347.565152 -13.849 0.000 2.182551 0.365006 5.978 n/a n/a
75 2395.16 855.00 100.014726 0.8864628843006194 0.620751 -1337810.483535 345.601078 66.235473 162.720688 -7881.260821 37148.363031 -12.738 0.000 2.156336 0.452050 4.819 n/a n/a
102 1475.81 772.60 100.017171 0.8555693810543867 0.514155 -1353153.651407 337.449860 75.853519 166.201794 -21871.209570 69308.753529 -14.479 0.000 2.194118 0.391977 6.460 n/a n/a
68 1935.48 864.00 100.014908 0.8800538804964185 0.565141 -1337258.422145 348.889375 72.145687 163.288688 -13455.342856 48290.207644 -12.563 0.000 2.158771 0.382378 5.130 n/a n/a
83 1629.03 798.00 100.016450 0.8759564703600070 0.542591 -1348512.383973 340.743842 73.950193 165.260249 -17911.871435 60384.936068 -13.914 0.000 2.183446 0.366776 6.007 n/a n/a
93 1782.26 789.00 100.016532 0.8782128433080169 0.569058 -1349830.850115 338.470976 70.682325 165.363163 -13940.631368 53831.146061 -14.111 0.000 2.183756 0.399893 5.932 n/a n/a
76 2395.16 852.00 100.014778 0.8864896886761721 0.621573 -1338299.740950 345.167562 66.121238 162.758697 -7829.320529 37128.016423 -12.797 0.000 2.157272 0.453708 4.842 n/a n/a
69 1935.48 861.00 100.014959 0.8800774046259925 0.566088 -1337749.407088 348.457767 71.997504 163.350581 -13372.767421 48305.065581 -12.621 0.000 2.159654 0.383926 5.154 n/a n/a
103 1475.81 771.60 100.017187 0.8501589974088193 0.511052 -1353408.563235 337.206246 75.822632 166.221813 -21861.602984 69441.376102 -14.502 0.000 2.194375 0.404244 6.475 n/a n/a
70 1935.48 858.00 100.015011 0.8801002931755558 0.567038 -1338240.577184 348.024860 71.849385 163.413130 -13289.958364 48318.988720 -12.680 0.000 2.160541 0.385487 5.178 n/a n/a
94 1782.26 786.00 100.016603 0.8782148157990531 0.570119 -1350328.241478 338.003112 70.520627 165.453947 -13834.221254 53830.112375 -14.178 0.000 2.184697 0.401793 5.961 n/a n/a
77 2395.16 849.00 100.014831 0.8865156033934479 0.622394 -1338789.108625 344.732801 66.007175 162.796883 -7777.336563 37106.745790 -12.856 0.000 2.158212 0.455377 4.865 n/a n/a
84 1629.03 795.00 100.016519 0.8759639159640880 0.543713 -1349009.467371 340.280170 73.767883 165.363974 -17785.104576 60420.489337 -13.979 0.000 2.184345 0.368565 6.035 n/a n/a
69 2241.94 900.00 100.014131 0.8839282075412495 0.591999 -1330815.975012 352.576322 69.645333 162.378683 -10124.918279 40405.001157 -11.890 0.000 2.144199 0.408541 4.610 n/a n/a
71 1935.48 855.00 100.015063 0.8801225254297448 0.567989 -1338731.934707 347.590648 71.701337 163.476331 -13206.914609 48331.941178 -12.738 0.000 2.161430 0.387063 5.202 n/a n/a
85 1629.03 792.00 100.016589 0.8759704029669642 0.544839 -1349506.874223 339.814904 73.585626 165.468833 -17657.767635 60454.135451 -14.045 0.000 2.185247 0.370373 6.064 n/a n/a
78 2395.16 846.00 100.014884 0.8865406006523684 0.623216 -1339278.587580 344.296786 65.893287 162.835238 -7725.311140 37084.534408 -12.916 0.000 2.159155 0.457058 4.889 n/a n/a
95 1782.26 783.00 100.016675 0.8782155959450876 0.571181 -1350825.921407 337.533662 70.359101 165.545371 -13727.439126 53826.837806 -14.245 0.000 2.185643 0.403711 5.991 n/a n/a
70 2241.94 897.00 100.014174 0.8839623524439720 0.592847 -1331304.271269 352.160158 69.519907 162.419664 -10065.947321 40404.420416 -11.945 0.000 2.145081 0.410009 4.631 n/a n/a
86 1629.03 789.00 100.016660 0.8759759027751649 0.545969 -1350004.608785 339.348031 73.403432 165.574811 -17529.855577 60485.782184 -14.111 0.000 2.186153 0.372200 6.094 n/a n/a
72 1935.48 852.00 100.015117 0.8801440801662519 0.568943 -1339223.481954 347.155121 71.553362 163.540179 -13123.635180 48343.886190 -12.797 0.000 2.162322 0.388652 5.226 n/a n/a
79 2395.16 843.00 100.014937 0.8865646519962920 0.624037 -1339768.178815 343.859510 65.779581 162.873754 -7673.246576 37061.365571 -12.976 0.000 2.160101 0.458751 4.912 n/a n/a
96 1782.26 780.00 100.016749 0.8782151503782155 0.572246 -1351323.892975 337.062615 70.197754 165.637411 -13620.286392 53821.246108 -14.312 0.000 2.186593 0.405647 6.020 n/a n/a
104 1475.81 770.60 100.017202 0.8441519049347150 0.507579 -1353671.264743 336.954921 75.794157 166.239046 -21854.897133 69581.837253 -14.525 0.000 2.194602 0.417642 6.490 n/a n/a
87 1629.03 786.00 100.016732 0.8759803861475847 0.547102 -1350502.675318 338.879539 73.221308 165.681892 -17401.363641 60515.334594 -14.178 0.000 2.187062 0.374046 6.123 n/a n/a
71 2241.94 894.00 100.014217 0.8839959853552251 0.593696 -1331792.684481 351.742833 69.394566 162.461017 -10006.870060 40403.147898 -12.000 0.000 2.145965 0.411489 4.652 n/a n/a
73 1935.48 849.00 100.015170 0.8801649356440805 0.569900 -1339715.221229 346.718270 71.405467 163.604671 -13040.119207 48354.786109 -12.856 0.000 2.163217 0.390255 5.250 n/a n/a
88 1629.03 783.00 100.016804 0.8759838231846422 0.548240 -1351001.078062 338.409414 73.039263 165.790056 -17272.287365 60542.695015 -14.245 0.000 2.187975 0.375912 6.153 n/a n/a
80 2395.16 840.00 100.014992 0.8865877283059385 0.624857 -1340257.883350 343.420966 65.666061 162.912423 -7621.145281 37037.222604 -13.036 0.000 2.161052 0.460455 4.935 n/a n/a
97 1782.26 777.00 100.016823 0.8782134450559426 0.573312 -1351822.159278 336.589958 70.036596 165.730038 -13512.764880 53813.259925 -14.379 0.000 2.187546 0.407602 6.050 n/a n/a
74 1935.48 846.00 100.015225 0.8801850695945200 0.570858 -1340207.154837 346.280087 71.257657 163.669798 -12956.365933 48364.602406 -12.916 0.000 2.164114 0.391873 5.275 n/a n/a
72 2241.94 891.00 100.014261 0.8840290881525963 0.594546 -1332281.215877 351.324340 69.269316 162.502740 -9947.686918 40401.164322 -12.055 0.000 2.146852 0.412980 4.673 n/a n/a
69 1322.58 772.80 100.017240 0.7447170358136038 0.419147 -1354790.763300 337.029900 80.844827 165.587164 -29982.915563 81578.709491 -14.475 0.000 2.198102 0.543723 6.668 n/a n/a
81 2395.16 837.00 100.015047 0.8866097997871021 0.625677 -1340747.702216 342.981146 65.552732 162.951236 -7569.009771 37012.088881 -13.096 0.000 2.162006 0.462172 4.959 n/a n/a
68 862.90 797.80 100.016991 0.7820278656177170 0.324870 -1349417.014485 346.123408 109.078829 160.827202 -87221.278400 123415.847387 -13.918 0.000 2.207224 0.296037 7.163 n/a n/a
89 1629.03 780.00 100.016878 0.8759861833279586 0.549380 -1351499.821287 337.937644 72.857308 165.899285 -17142.622618 60567.763071 -14.312 0.000 2.188891 0.377799 6.183 n/a n/a
75 1935.48 843.00 100.015280 0.8802044592111956 0.571819 -1340699.285093 345.840561 71.109937 163.735556 -12872.374724 48373.295673 -12.976 0.000 2.165015 0.393504 5.300 n/a n/a
98 1782.26 774.00 100.016898 0.8782104452466390 0.574379 -1352320.723346 336.115681 69.875637 165.823225 -13404.876858 53802.800871 -14.447 0.000 2.188504 0.409576 6.081 n/a n/a
73 2241.94 888.00 100.014306 0.8840616422606979 0.595398 -1332769.866724 350.904673 69.144159 162.544828 -9888.398388 40398.450087 -12.110 0.000 2.147741 0.414482 4.695 n/a n/a
105 1475.81 769.60 100.017217 0.8382689884882193 0.504186 -1353931.946839 336.705292 75.764617 166.257714 -21846.880986 69719.780060 -14.548 0.000 2.194831 0.430609 6.505 n/a n/a
90 1629.03 777.00 100.016952 0.8759874353459675 0.550525 -1351998.909221 337.464215 72.675450 166.009554 -17012.365632 60590.435690 -14.379 0.000 2.189812 0.379705 6.214 n/a n/a
76 1935.48 840.00 100.015336 0.8802230811421232 0.572782 -1341191.614328 345.399684 70.962312 163.801937 -12788.145076 48380.825625 -13.036 0.000 2.165919 0.395150 5.325 n/a n/a
82 2395.16 834.00 100.015103 0.8866308359581485 0.626496 -1341237.636442 342.540043 65.439599 162.990185 -7516.842658 36985.947846 -13.157 0.000 2.162963 0.463901 4.983 n/a n/a
99 1782.26 771.00 100.016974 0.8782061155361218 0.575448 -1352819.588214 335.639770 69.714887 165.916942 -13296.625054 53789.789602 -14.516 0.000 2.189466 0.411570 6.111 n/a n/a
77 1935.48 837.00 100.015393 0.8802409114792530 0.573747 -1341684.144880 344.957447 70.814789 163.868932 -12703.676621 48387.151107 -13.096 0.000 2.166826 0.396811 5.350 n/a n/a
106 1475.81 768.60 100.017232 0.8325063079750002 0.500870 -1354190.676154 336.457300 75.734044 166.277788 -21837.589307 69855.263991 -14.571 0.000 2.195060 0.443168 6.520 n/a n/a
74 2241.94 885.00 100.014351 0.8840936286307999 0.596251 -1333258.638253 350.483824 69.019101 162.587279 -9829.005033 40394.985277 -12.166 0.000 2.148634 0.415995 4.716 n/a n/a
83 2395.16 831.00 100.015160 0.8866508056452966 0.627315 -1341727.687111 342.097647 65.326668 163.029262 -7464.646660 36958.783026 -13.218 0.000 2.163925 0.465642 5.007 n/a n/a
100 1782.26 768.00 100.017051 0.8782004198199688 0.576519 -1353318.756875 335.162213 69.554357 166.011156 -13188.012684 53774.145914 -14.585 0.000 2.190433 0.413582 6.142 n/a n/a
91 1629.03 774.00 100.017028 0.8759875473339180 0.551673 -1352498.346098 336.989113 72.493701 166.120840 -16881.513034 60610.607130 -14.447 0.000 2.190736 0.381631 6.244 n/a n/a
78 1935.48 834.00 100.015450 0.8802579257464462 0.574714 -1342176.879070 344.513840 70.667374 163.936534 -12618.969143 48392.230104 -13.157 0.000 2.167736 0.398487 5.375 n/a n/a
101 1782.26 765.00 100.017129 0.8781933213077054 0.577590 -1353818.232317 334.682999 69.394055 166.105836 -13079.043470 53755.788832 -14.654 0.000 2.191403 0.415613 6.173 n/a n/a
84 2395.16 828.00 100.015217 0.8866696769616838 0.628133 -1342217.855274 341.653953 65.213943 163.068456 -7412.424601 36930.578052 -13.280 0.000 2.164890 0.467395 5.032 n/a n/a
79 1935.48 831.00 100.015508 0.8802740988970409 0.575683 -1342669.819263 344.068854 70.520071 164.004733 -12534.022578 48396.019748 -13.218 0.000 2.168650 0.400177 5.401 n/a n/a
92 1629.03 771.00 100.017105 0.8759864867031848 0.552824 -1352998.136106 336.512326 72.312070 166.233116 -16750.061885 60628.169016 -14.516 0.000 2.191664 0.383578 6.275 n/a n/a
70 2548.39 900.00 100.013922 0.8879892661491950 0.623556 -1330125.580371 351.385328 66.510399 161.932194 -7483.757158 34706.784023 -11.890 0.000 2.141428 0.447435 4.386 n/a n/a
80 1935.48 828.00 100.015567 0.8802894052976707 0.576653 -1343162.967806 343.622479 70.372887 164.073519 -12448.837032 48398.476332 -13.280 0.000 2.169566 0.401882 5.426 n/a n/a
